userName,score,at,content
agyll safii,3,2024-05-13 17:13:19,"awalnya seneng make kredivo mana skor slalu A tapi bulan ini ga tau kenapa udah bayar tertib tapi limit ga balik tetap 0 pdhal udah diperbarui, ga da telat pembayaran, dinotif juga dpt kenaikan limit. kenaikan apaan klo ga bisa dipake. tolong dong kredivo nih"
Junaedi Arifin,1,2024-05-13 14:10:06,"perbarui score kredit transaksi sekarang, Sedangkan transaksi pulsa 20k aja gabisa Dgan alasan transaksi tidak bisa dilakukan atau cek secara berkala, Tapi tetap aja tidak bisa dilakukan, Padahal limit masih utuh, Gimana mau perbarui score, sedangkan semua transaksi tidak bisa sama sekali!!!!!!!"
Imam Bukhori,3,2024-05-13 12:29:15,"Saya kecewa dengan kredivo, masa di akun saya fitur QRIS nya ga bisa, harus memakai barcode sekarang. Padahal pembayaran cicilan selalu tepat waktu sebelum jatuh tempo. Kedepannya diperbaiki lagi dengan diadakannya fitur QRIS.... Bukan fitur pinjaman dana yang diutamakan ..."
Ferry Harianto,1,2024-05-13 07:58:11,"aplikasi sangat ribet gak ada keterlambatan tp nilai turun acc sulit , aplikasi sudah tidak jelas dan tidak bermanfaat , cuman ambil untung nya aja .."
Jemi Sahyani,5,2024-05-12 22:37:41,Dengan kredivo semua fasilatas ada disini tanpa ribet mau transaksi apapun bisa belanja. Dan sangat membantu sekali dalam keadaan sulit. Terima kasih
Ahmad Ariya,3,2024-05-12 22:35:50,"Tolong dong pihak kredivo kenapa transaksi saya tidak sah terus cek secara berkala sedangkan akun saya masih aktif dan skore saya A Bagus akun saya premium dan masih ada limit tapi kenapa pas transaksi di platform shoppe dan yang lain selalu cek secara berkala, mohon kasih penjelasan sedangkan saya tidak ada tunggakan. Mohon di bantu pihak kredivo."
Mindarto Darto,5,2024-05-12 22:08:52,"Jangan hanya minta maaf aj donk, bertindak , kalo kita amanah masak kredivonya kagak amanah, harusnya hal kayak begini gak terjadi di kredivo , dari score A turun ke score C naiknya ke score A nya lagi susah, harus sering transaksi lah. Padahal score C gak bisa buat transaksi bagaimana kita mau menaikan score A"
Abdul Halim,5,2024-05-12 21:25:05,"Aplikasi terpercaya dan di awasi OJK ini benar-benar membantu saya, belanja gak pake ribet, belanja sekarang bayarnya nanti,proses cepat, membantu sekali bagi saya,bahkan keluarga,teman,kerabat jauh pun bisa dapet kebantu oleh aplikasi ini, semoga aplikasi tetap jaya,karna ngebantu banget."
Rian Permana,5,2024-05-12 15:59:31,"Terimakasih kerdivo, no ribet2 sangat sangat memudahkan sekali, pembayaran dan pinjaman sangat mudah pencairan sanagat cepat, di tambah promo² yg sangat banyak. sukses kerdivo"
Yanti Kumalasari,5,2024-05-12 15:39:34,Saya bayar selalu tepat waktu tidak pernah pas jatuh tempo.tapi beberapa bulan ini setalah saya amati limit tidak berubah.tapi total tagihan keseluruhan sudah berkurang dari jumlah total limit Saya kira awalnya karena dibagi untuk tenornya.tapi tiap bulan saya liat tetap dama limitnya tidak nambah setelah dibayar
Thomas Aquino Herly,1,2024-05-12 13:53:03,"jelek banget, skor kredit masih full, tapi gak bisa transaksi apapun.......disuruh lewat aplikasi lain oleh CS tetap gak bisa..gimana mau ningkatin skor transaksi? ... semua gak bisa dipake.....payah banget"
OKY Keceng48,5,2024-05-12 13:27:00,"Sangat puas baru pakai langsung disetujui. Semoga tambah maju, bunga murah dan bisa dimanffaatkan sebaik mungkin kita sebagai debitur."
Mari Bersenang-senang,1,2024-05-12 13:08:22,"telat baru berapa hari udah kayak telat 2 tahun, teror nya melebihi teror setan, ngeriii, padahal cukup lama menggunakan nii aplikasi, ditambah rajin membayar, tapi sekali nya telat sekali kayak orang makan cabe, langsung kepedesan, saya minta yah nama saya di BI checkin terdaftar bagus!! karna saya hanya punya sangkutan dengan kredivo saja, jika nama saya jelek di BI checkin berarti pihak kredivo yang telah melakukan nya!"
Novitasari Handayani,5,2024-05-12 10:24:59,"Belanja apapun tenor pembayaran sesuai hitungan 1 bulan kemudiannya. Suka ada flash sale kalo beli token PLN. Dimohon untuk jaga selalu keramahan dan kemudahan dalam pelayanannya ya ka, banyakin flash salenya juga. Terimakasih sudah membantu kita yang sulit ditanggal tua ini 🥰"
Linceria Sirait,1,2024-05-12 07:14:36,Aplikasi sampah.. Ntah knp akun statusnya aktif tapi tidak bisa digunakan.. Ditanya ke customer service tidak ada jawaban yang relevan atas permasalahan yang ada..
Mathelda Ludji,5,2024-05-12 00:22:16,"Aplikasinya bagus, sangat membantu saya bangat pada saat mau belanja tdk bawa ATM bisa bayar pakai cris kredivo, saat pulsa habis bisa isi pakai Kredivo. Aku sih mau jadi pelanggan setia, tapi sayangnya limit belum di naikkan. Saya pengguna kredivo tidak pernah telat bayar tapi ko tidak di naikan Limitnya."
Octo Supramto,3,2024-05-11 20:37:06,"Limit kredit banyak, tp gak bisa buat co toped dkk, alasan keamanan. Edit: 18/08/2023 ⭐⭐⭐⭐⭐limit sudah bisa dipakai lagi, terimakasih 07/11/2023 saya ubah ke ⭐⭐ alasan keamanan, tidak bisa menggunakan limit yg tersedia ⭐Gak jelas Kadang bisa buat belanja, kadang gak bisa"
Ujang Purnama,5,2024-05-11 20:19:42,"Saya baru pakai kreditvo baru tiga bulan,selama ini saya tidak ada kendala,baru dua kali ata tiga kali pembayaran di Alfa,selama ini baik-baik aja, sekarang sudah lunas tidak ada tunggakan dan belum juga di gunakan,"
alboy in,1,2024-05-11 18:39:54,"Mau upgrade ke basic aja sulit. Padahal pinjaman bayar tepat waktu. Ya sudah, nanti bayar tagihan, setelah itu saya hapus. Mending aplikasi sebelah, limit tinggi lebih jelas."
Fian Wau,2,2024-05-11 17:57:34,"Saya sudah melakukan pembayaran tagihan sebelum jatuh tempo,tapj kenapa pas saya mau mengajukan lagi tiba tiba Anda belum memenuhi syarat Padahal sudah ke 4 kalinya pakek kredivo Tapi baru kali ini tidak memenuhi syarat Aneh banget dan limit nggak naik naik"
DAVID DAFO,1,2024-05-11 16:23:40,Aplikasi yg menjengkel kan .tidak perna ada konfirmasi kepada pemilik akun perihal semua transaksi .lama lama menjengkelkan .kalo ada tanpa bintang ku kasih tanpa bintang. Live chat juga tidak bergunaaaaa
Sari Ela,2,2024-05-11 13:09:22,"Transaksi pertama sehabis melunasi tagihan bisa, tapi kalau sudah transaksi mencapai 180.000 tidak bisa transaksi kembali, Saya berasumsi kalau akun saya terkunci diangka tersebut, jdi kalau melebihi angka itu jadi otomatis tidak bisa, baru kepikiran saya Sampai kapanpun tidak bakal bisa transaksi lagi"
Xolovanx,1,2024-05-11 11:33:38,"gajelas bgt ni apk, bayar selalu tepat waktu bahkan lebih cepet tapi malah akunnya diblokir permanen dengan alasan ada transaksi mencurigakan.👎👎👎 11/100 bgt pokoknya"
M. Syahran Efendi H.,5,2024-05-11 11:10:43,"Saya sudah menggunakan Kredivo sejak tahun 2021, selama ini saat memakainya untuk bertransaksi sangat mudah dan prosesnya juga sangat cepat. Kredivo memang aplikasi yang sangat membantu dan solusi yang tepat disaat kita membutuhkan sesuatu yang mendesak selama 24 jam untuk keperluan rumah tangga, pulsa, paket data, token listrik dan keperluan lainnya. Terimaksih Kredivo telah meningkatkan limit saya, hal ini akan memberikan solusi yang terbaik dan sangat membantu. Mantap sekali 👍👍👍"
Rudy Ari W,3,2024-05-11 08:44:39,"Berkali kali pengajuan limit tdk pernah di Acc,padahal soal pembayaran tidak pernah trlambat dari jangka tempo.klo di bayarkan lebih awal kenak pelanggaran.saran saja buat aplikasi kredivo dan team analis kredivo,soal nasabah kredivo yg nilainya bagus soal pembayaran seharusnya di permudah pengajuan kenaikan limit jangan di persulit kenaikan limitnya."
Serlin Laia,1,2024-05-11 05:36:06,"Aplikasi kredivo sangat anehhh, semua data sudah benar malah di tolak gitu aja tanpa alasan, tolong ya data² saya di hapus jangan sampai di salahgunakan, saya tidak bertanggung jawab atas apa yang di lakukan di data² saya, saya tidak ada minjam"
Rifaldi,1,2024-05-11 03:36:42,"Sangat tidak memuaskan tidak bisa mengajukan pinjaman, permintaan update terus, menunggu selama 86 hari lagi, udah updeta yang awal menunggu lama, ini makin tambah lama, sangat memuaskan tolong di perbaiki aplikasinya 👎👎"
Diah Widhi,2,2024-05-10 22:18:54,Sudah melakukan pembayatan . Akun sudah aktif tapi tidak bisa dipake buat transaksi apapun . Sudah lama pakai kredivo dan akun sudah premium . Baru kali ini akun gabisa dipake sama sekli . Akun premium skor A . Limit masih banyak tapi tidak bisa digunakan sama sekli gabisa transaksi sama sekali . Kredivo mengecewakan masabah 👎
Venny Irayani,1,2024-05-10 22:16:58,"Sya dpat limit 200rb,tiap bln sya gunakan tuk transaksi token listrik & tidak pernah telat byr,pas sya upgrade akun jawabnya tidak memenuhi kriteria.salahnya dimana."
Mei Fitria,5,2024-05-10 20:52:40,"sekarang tuh sangat sangat KECEWA banget sama kredivo ,, limit gede tapi ga bisa dipake belanja sama sekali ,, percuma ada limit tapi ga bisa di pake apa apa ,, jadinya ga guna bangeettt"
Feri Yansha,2,2024-05-10 20:22:45,"Hbs bayar tepat waktu,limite kembali. Tp limite tidak bs di gunakan, padahal hanya unt isi plsa. Pembayaran tidak sah. Memakai tidak lebih dr limite yg diberikan. Jika tidak bisa digunakan, terus aplikasi ini unt ap?"
Gojali Jali,1,2024-05-10 19:46:04,Aplikasi ini gak bener.... dapat limit masih ada tidak bisa di gunakan keterangan harus lunasi dulu padahal jatuh tempo masih lama... giliran di lunasi malah di blokir
ferdiandra saputra,2,2024-05-10 18:45:04,"Mohon maaf kredivo ratingnya saya kurangi, karena tiap mau atau habis transaksi di shope atau tokopedia selalu aja istilah isu keamanan dll padahal dipake sendiri dan akhirnya transaksi tidak di setujui ,aneh super aneh ,dan tambah aneh lagi limitnya baru di pake 52ribuan sudah berkurang banyak limitnya"
Okie123,5,2024-05-10 18:42:55,"Aplikasinya keren, keren banget..sangat keren .mudah dipakai..dan sangat membantu, kredivo aplikasi terbaik sepanjang masa, ayo jangan ragu pake kredivo..sungguh sangat membantu.. Pelayanan staf kredivo ramah..kredivo istimewa..kredivo jawaban atas segala kesulitan. Ayo kawan jangan ragu download dan gunakan aplikasi kredivo...jaya selalu kredivo..kredivo selalu dihati.kredivo selalu dinanti,aplikasi keren"
zai fratama,5,2024-05-10 17:04:07,"Pengajuannya sangat mudah, cara pembayarannya pun cepat terproses. Bunga nya gak ada, pkok nya mntep lah pke kredivo, dan yang paling pnting adalah gunakan aplikasi kredivo ini dg bijak. Gunakan sesuai kbutuhan saja. Buka usaha kredit ke teman dan tetangga jadi labuh mudah pakai kredivo. Mantap lah pokok nya mah. Walau limit gak naik2 gak apa lah, yang pnting bisa untuk kebutuhan mndesak"
Ems. Syahidi Siregar,5,2024-05-10 16:30:57,"kredivo is the best.. Tapi sayang untuk pembayaran kredit jika telat bayar aplikasi nya tidak bisa di buka padahal password sudah benar, karena kita telat bayar jadi aplikasi nya gak mau buka, kita ditelpon terus tdk masalah sdh seharusnya tapi klu aplikasi tidak bisa di buka, sangat di sayangkan sekali!!! coba kita mau bayar ke mana?! tolong perbaiki lagi systemnya agar orang yg terlambat bayar mudah untuk membayarnya. Tks."
Realme Bapak,5,2024-05-10 07:49:04,"Pas ada kebutuhan mendesak tak perlu khawatir,ada kred ivo yg membantu saya,trimapkasih kredivo,smoga tetap setia dgn kredivo tks kredivo, tingkatkan terus pelayanan nya agar lebih baik"
Lisnawati Lisna,5,2024-05-09 21:03:31,"Nyaman pake kredivo, dulu pernah ga bisa dipake karna pas pinjaman langsung di lunasin alhasil harus nunggu sesuai kebijakan, alhamdulillah nya bisa kepake lagi dan sampe sekarang masih selalu transaksi di kredivo. Thanks min tetap menjadi yang terbaik ya"
Yuliana Ulik,5,2024-05-09 20:40:44,"Sangat membantu dlm keadaan mendesak,aplikasi yg bener² real nggk nipu,bunganya kecil,bnyk opsi pilihan,pokoknya semuanya lengkap.Pokoknya bersyukur kenal kredivo"
Darma Yanti,5,2024-05-09 18:48:05,Aplikasi sangat membantu.. Tapi saya kecewa sudah 2x pinjam selalu bayar tepat waktu tapi kenapa saat ingin mengajukan lagi tiba tiba tidak bisa dan score dari B tiba tiba turun ke C.. Mohon diperbaiki
Druidenz,1,2024-05-09 18:31:39,"Gak Jelas!!!! beberapa bulan kebelakang cuman transaksi pulsa sama token pln aja tau2 akun di tangguhkan, padahal sebelumnya kredit barang ga ada kendala. btw saya bayar tepat waktu tapi ko tiba2 ditangguhkan. padahal pake apl yang ijo limit saya udah sampe 35jt lancar sampe saat ini"
weni agustina,4,2024-05-09 18:10:11,"Yth bapak/ibu, saya atas nama Weni Agustina , tolong Hapus data pribadi saya di applikasi ini soalnya nomor saya sudah tidak aktif sudah tidak bisa digunakan. Saya mau daftar pake nmor baru. Ditunggu balasanya ibu/bapak. Terimakasih"
Ardhio Pramestu,1,2024-05-09 18:08:55,"Tolong bantu lah dulu. Total limit besar, tapi malah ga bisa digunakan hanya karna telat 2 hari doang. Tolong kalau mau membantu jgn banyak kali peraturan. Ga guna aplikasi nya ini lama lama"
Manusia Biasa,5,2024-05-09 17:14:34,aplikasi yg membantu pembelian kebutuhan dengan cicilan yg ringan. Semoga kedepannya Kredivo bisa terus memberikan layanan yg lebih baik dg lebih banyak promo dan penawaran yg menarik.
Hikmat Firmansyah,5,2024-05-09 15:33:24,"Utk penggunaan paylater pertama lumayan cukup membantu,,dan skrng sdh lunas..tp knp ya skrng tidak bsa d pergunakan lagi ? Limit saldo cukup,± 6jt tp knp ya ga bsa d pergunakan lagi utk pay later ?"
Azka Abimanyu77,5,2024-05-09 11:56:44,"untuk kredivo trimakasih banyak sdh mempercayakan kepada sy,,sangat membatu di saat ada kebutuhan darurat,,sy akan terus menjaga kualitas kredit sy.. trimakasih banyak kredivo semoga semakin berjaya..Amiiin.."
White HackerR,1,2024-05-09 11:22:25,"aplikasi babi,setelah di lunasin semua jadi ga bisa transaksi lagi,ga bisa di pake limitnya.masalah isu keamanan transaksi kok di semua platform gabisa, 1 pun menu transaksi gabisa di gunakan.cuiihh"
Jecky,1,2024-05-09 10:10:10,"Setelah saya analisa ternyata kredivo Tanggal jatuh tempo nya tidak tetap, terkadang di bulan berikut nya jatuh tempo tagihan maju 1 hari. Sebagai pengguna tentu merugikan karena dampak nya di denda, ini sengaja atau gimana tolong di klarifikasi pihak KREDIVO (sayang sekali aplikasi yg sudah dipercaya banyak orang ternyata seperti ini)"
Pratiwi Septhiani,5,2024-05-09 10:04:31,"Aplikasi yg sangat membantu sekali, bunga ringan apalgi menggunakan tenor sebulan bunga 0%. Bisa belanja apa aja diaplikasi kredivo."
Firman Bahlil,1,2024-05-09 00:11:51,"Awal mengunakan emang membantu tapi setelah di lunasi malah malah Transaksi sering gagal, Transaksi sebelum nya sudah di lunasi dan memulai Transaksi baru tiba-tiba akun di tanguhkan karna Transaksi jatuh tempo sudah jelas Transaksi jatuh tempo masih 1 bulan lagi!! Live chat slow respon, call center. Harus pakai pulsa ribet jadi nya ngak ada wa"
menraljp,2,2024-05-08 21:51:14,"Sudah ngk bisa pakek Qris buat transaksi, batas min pembelian dinaikkan dari 500.000 ke 1.000.000. Ngk pikir apa kalau limit nya pengguna ngk sampai 1jt, pengguna lama mah enak, kalau penggunaan baru, sama aja menutup pengguna baru untuk daftar. Jangan jadi pinjol highclass, tdak semua mereka mau pakek pinjol, dengan aturan gini sudah menutup satu peluang kalian menggaet konsumen"
Hendra Saputra,5,2024-05-08 16:25:15,Knp..sekarang setelah update aplikasi jadi bermasalah dalam pembayaran tagihan..virtual account yg muncul..tidak sesuai dengan sipemilik tagihan??????kalau permasalah atau kendala yg saya hadapi tidak terselesaikan oleh kredivo..maka saya akan beri bintang satu aja..semua tagihan tetap saya selesaikan..akan tetapi aplikasinya tidak akan saya pakai lagi buat belanja.terimakasih atas kerjasamanya.
20.010_Fikri Abdunazar,1,2024-05-08 11:27:55,"Admin untuk bagian penagihan ga kompeten, saya bermasalah bagian aplikasi tapi dijawabnya secara template, tolong diperbaiki lagi untuk pelayanannya SANGAT TIDAK BISA DI AJAK KOMUNIKASI"
Wahyudi Dwi Prasetyo,5,2024-05-08 10:24:31,Saya pengguna aplikasi kredivo sudah hampir 4 tahun tapi setiap mau menaikkan limit tidak pernah dilolos. Sayang banget padahal pembayaran Sanga bagus. Akhirnya saya berpaling ke aplikasi orange.
Renny Sevany,5,2024-05-08 09:29:55,"Gampang dipake, cepet proses persetujuannya. Tampilan bagus dan jelas . Jika sudah byr tagihan langsung tercetak. Gk seperti KK sebelah Uda byr tetap ada tagihannya pdhal sudah terbayar. Bagus kredivo,kalo bs mah bunganya makin di kecilin supaya makin banyak yg beralih ke kredivo 😊"
Marlina Huang,1,2024-05-08 09:22:43,"Enggak jelas, paylater sebentar bisa, sebentar ditolak.. Untuk apa kasih limit tinggi, ujung 2 untuk bo'ong.belajar jadi orang yang profesional dan berpendirian .. Comitmen apa sdh di promosi.. Jgn diawal saja bagus , ntar sdh berjalan lama adh tdk bagus, buang tuh bualan..👎👎👎"
Daniel Valiandra,5,2024-05-08 09:12:06,"Mantul bgt dah dan mudah sekali..bunga ringan,proses ga ribet,bnr2 sangat membantu bgt..sukses terus utk kredivo..sangat puas..tlg jgn dipersulit utk melakukan peminjaman lg..sukses selalu untuk kredivo"
Pep Dikbud,4,2024-05-08 07:26:41,"Nasabah atau konsumen kredivo, Tolong pakai limit seperlunya,atau kebutuhan penting saja,klw tidak penting jangan gunakan kredivo untuk pinjaman, Limit Tidak Pernah Besar, Transaksi selalu kendala, terlambat 1 sampai 1 minggu, Kalian akan di terror pihak DC kredivo,,manajemennya buruk, sudah di bayar masih saja pihak DC nya minta pembayaran lagi,."
AKHMAD LABIB,5,2024-05-08 07:19:00,"Sangat mudah dan menguntungkan memiliki akun kredivo utk keperluan pembayaran paylater maupun cicilan yang sangat ringan....., pastinya sangat bermanfaat"
Vina Vina,1,2024-05-07 23:52:05,Maaf sy ga jd kasih bintang 5.. Menurut sy kredivo bunganya terlalu tinggi.. Padahal sy baru telat 1 hari.. tp bunganya sdh melonjak.. dengan cicilan perbulan 443.140 telat 1 hari aja udah berubah jd 491.920 bunganya hampir 10% lebih hanya krn telat 1 hari..
Raska99,1,2024-05-07 22:30:23,"Setelah ganti hp, akun saya jadi tidak bisa digunakan lagi, dan limit terkunci, padahal sudah tidak ada tagihan lagi, sudah di lunaskan semua walaupun pernah telat bayar, tapi saya tetap bayar, gimana mau nambah poin sedangkan transaksi saja tidak bisa"
joko setyawan,5,2024-05-07 22:01:52,"tadinya ragu dan was2 takut kena tipu² ternyata Aplikasi ini sangat bagus. Mudah digunakan dlm pembayaran online, dan bunganya pun bisa dibilang rendah. beli pulsa / token listrik jauh lebih murah di aplikasi ini."
Dede Cahyadi,5,2024-05-07 20:31:44,"alhamdulillah terima kasih kredivo karena telah baik hati menaikan limit saldo saya,,,moga moga bisa membantu memudahkan keperluan keperluan yang saya butuhkan,,,semoga kredivo tambah maju dan tambah sukses,,,"
Fadly Alamsyah,2,2024-05-07 20:27:36,"Kenapa fitur qris tidak tersedia? Saya selalu pakai fitur qris sebelumnya, semenjak ga bisa di gunakan jadi susah buat belanja. Tolong di tingkatkan fitur qris nya min, klo udh bisa lgsg bintang lima"
Prastion Abdi Suryo,5,2024-05-07 13:03:06,"Pertama kali nyoba langsung muasin bgt , tapi sekarang ga bisa pinjaman coba tolong data dan credit score saya di refresh lagi biar bisa dipake.. Kredivo Recommended bgt si"
Franskrait Walker,4,2024-05-07 12:34:06,"Ada fitur yg kurang, fitur yang bisa lunasi penuh tagihan tertentu, seperti contoh saya pilih tagihan A langsung lunasi karena tinggal sedikit lagi."
Ricky Pratama,1,2024-05-06 19:56:26,"Saya tadinya terkesan, sekarang tidak. Sebelumnya bisa bayar qris pake kredivo sekarang udah ga bisa lagi. Baru aja saya coba bayar oyo hotel selama 5 hari tapi gagal bayar, saya chat juga yg balas bot, katanya saya ga masukin OTP padahal udah berkali2 masukin. Tlg dong diperbaiki fiturnya. Saya ga bisa transaksi via kredivo lagi kalo gini. Masak cuma beli pulsa doang yg berhasil. Transaksi2 besar saya gagal semua."
SCO CENTER KAB. DEMAK,5,2024-05-06 13:35:12,"Aplikasi sangat membantu , tapi sayang limit sudah hampir 1th blm bisa naik , hanya 150rb aja , jadi transaksi nya hanya terbatas 150rb aja , mudah2an bulan ini bisa naik limit nya"
Virgo Junia,5,2024-05-06 12:41:12,"Kredivo membantu sekali kalo ada urusan mendadak yg butuh dana,buat bayar berbagai keperluan jg membantu banget,udah lama bgt pake kredivo,nyaman dan aman,semoga kita bisa terus berhubungan baik ya kredivo 🤗🤗🤗🤗🤗"
Una,5,2024-05-06 10:50:08,"Sangat membantu disaat membutuhkan, tetapi jika ingin membeli barang online,jangan pernah di kredimall, karena itu pure bukan toko mereka sendiri melainkan e-commerce lain(bli''),lebih baik ke aplikasi e-commerce tersebut langsung, karena jika beli di kredimall lamanya minta ampun,disaat komplain yang dijawab transaksi berhasil atau tidak saja, tapi barang tidak tau entah di dunia mana, untuk kredivo tolong kredimall lebih di efisienkan lagi karena ini sangat merugikan Terimakasih"
Okta Tri Umami,3,2024-05-06 07:48:52,"Baru install langsung bisa pake paylater dan bunganya rendah, tidak ada biaya tersembunyi. Tetapi sekarang ngga bisa pake paylater padahal limit masih ada dan tidak ada tunggakan/terlambat bayar. Pinjaman juga ditolak. Ngga ada CS onlinenya jg jd ngga bisa tanya permasalahan langsung."
DEDDI SOFYAN,1,2024-05-06 04:40:52,"Minta upgrade akun dengan selesaikan pembayaran tepat waktu, gimana mao diupgrade kalo belanja aja gabisa dipake limitnya!!"
Jaka JR,1,2024-05-05 18:14:13,"Kayaknya saya sudah capek pakai aplikasi kredivo ini. Saya sudah bayar tepat waktu, dan melunasi pinjaman. Tapi setiap mau pinjam lagi selalu di tolak. Dan akun saya selalu tidak bisa upgrade premium, padahal saya sudah memakai aplikasi ini lebih dari 4tahun. Tapi tidak ada perkembangan. Giliran soal telat bayar selalu di desak2 dan di buruh2"
Sugianto Hanjoyo,5,2024-05-05 17:18:23,"Kredivo satu dari sekian aplikasi pembiayaan yg sangat membantu dikala kita sedang membutuhkan. Bunga pinjaman/kredit yg rendah sangat² membantu saya sewaktu anak saya membutuhkan handphone. Dengan pinjaman awal tenor tiga bulan saya hanya diwajibkan membayar bunga administrasinya saja. Terimakasih Kredivo, semoga kedepannya lebih bermanfaat untuk membantu masyarakat yg membutuhkan, semakin sukses dan berkembang lagi. Dan beberapa kali saya menggunakan aplikasi ini, terimakasih Kredivo 🙏🏼"
Gunawan Adi Reftile EXPO,1,2024-05-05 17:07:02,"Kasih bintang 1 dulu kecewa sm sistym aplikasi,,,tolong pihak kredivo/tim analis.Saya d kredivo sdh tidak punya hutang,bahkan yg blm jatuh tempo sdh saya bayar lunas,knp saya tidak bisa gunakan transaksi apapun?limit ada tapi transaksi tidak bisa d gunakan.Mengecewakan nasabah aja.Payah sistemnya d upgrade sdh."
Norma Mahesa,1,2024-05-05 16:46:44,"Sangat sangat kecewa,sudah lama pakai kredivo tapi kali ini dikecewakan,pertama akun saya tiba2 ditangguhkan padahal saya tidak pernah telat bayar,dan saya lapor ke cs nya katanya lunaskan semua dulu baru dipertimbangkan dan setelah dilunaskan semua langsung di blokir permanen,seperti orang nipu!!!!!!!!"
arie ardian,4,2024-05-05 12:43:07,"Kurangi bunga nya,,,, tambahan program diskon. Dan 1 lagi,,, Payment Qris kenapa di hentikan? Juju itu sangat membantu saya dlm ttansaksi harian,, baik belanja maupun makann,, untuk skrg sangat disyaangkan di tutup tp hanya di merchant tertentu saja,, itu sama saja membatasi nasabah. Saya pengguna kredivo lama,, semoga mau didengar."
Ucok Gaming,3,2024-05-05 12:09:20,"Kasih 3 dulu. Karna sudah buat malu di depan kasir. Tiap bulan 2x wajib belanja, sampe kasir supermarket sudah kenal dan tau pembayaran pake qris kredivo. Pembayaran ga pernah nama nya sampe telat, bahkan kalaupun ada notif jatuh tempo sekian hari, otomatis langsung bayar daripada lupa. Ga tau kenapa tiba tiba pas mau bayar di kasir langsung ga bisa. Untung bawa kartu kredit lain. Paling benar udah pake CC. Ga lagi dah pake kredivo, bikin malu aja. Udah antri lama, tiba giliran malah ga bisa."
Aditya Casper,1,2024-05-05 09:48:49,"Dari bintang 5 jadi 1 ,buat apa dikasih bintang 5 klo kualitas nya menurun..scan QR /barcode aja skrg dh gak bisa digunakan secara bebas..jadi buat saya 1 bintang aja..krna saya pengguna kredivo merasa kecewa yg sangat kecewa."
Vikky Rgyh,5,2024-05-04 21:29:47,"Pertama tau kredivo ini dari teman, lalu saya coba instal karna memang lagi butuh waktu itu. Awalnya penasaran tapi saya beranikan untuk nyoba dan ini sangat membantu sekali. Pinjam tunai , belanja shopee , pulsa listrik dan paket semuanya bisa jadi sangat membantu, Terimakasih atas adanya Kredivo ini sudah sangat membantu keuangan saya🙏🏻"
Dimas Bagus,2,2024-05-04 21:05:04,"Bisa digunakan apa saja sih iya, sekarang saya kasih bintang 2 karena transaksi saya gagal terus alasannya transaksi tidak sah. Saya content creator yang lagi berkembag jadi gak bisa berkembang."
Ario Halendra,1,2024-05-04 19:36:40,"Gak usah di install dan di ajukan, Punyalimit, tidak ada keterlambatan tapi akun di bekukan karena alasan tagihan jatuh tempo belum di bayarkan padahal masih lama. Hubungi CS disuruh pelunasan semua.. buat apa dicicil kalo disuruh pelunasan semua.. Gak mutu.. mending di aplikasi sebelah aman2 aia"
Suffiana Yusuf,1,2024-05-04 15:45:03,"mengapa setelah pake aplikasi menyebalkan ini jadi banyak nomer gak jelas yg nelpon semacam modus penipuan yang mengatastamanakan dari kredivo dan lain2, saya hanya sekali beli tiket bioskop via salahsatu fitur pelayanan di aplikasi ini, itupun langsung saya bayar saat saat itu juga, kalo dgn menghapus akun ini lalu bebas gangguan telepon liar, saya akan hapus aplikasi sialan ini skrng juga!"
kusuma dewi,3,2024-05-04 14:44:07,Kenapa saya kasih bintang 3 KARNA admin untuk pinjaman tunai nya terlalu besar melebihin di leasing bpkb ! Coba di kordinasi lagi untuk adminnya agar di kurangin tapi over all buat yg lain di kredivo bagus lah cepat dan mudah thanks
tnt share,1,2024-05-04 14:44:01,star5 turun kan ke 1 star saja. padahal. awal nya uda seneng dpaat aplikasi yg berbeda dengan brand lain dana yg keluar sesuai limit yg di berikan. sekarang malah jadi sama dengan brand lain limit 8juta cuma bisa di pake 4juta. harus lunas dulu baru bisa pakai lagi. itupun tidak semua limits pertama kali uda sangat bagus. skrg 👎
Mas,5,2024-05-04 14:38:27,"sungguh sangat membantu,mudah di pahami,pencairan secepat kilat, terimakasih kredivo🙏 semuanya terasa sangat membantu dan di permudah dari cicilannya juga di tambah punya jangka waktu yang panjang bila mau melunasi,bisa sesuai pas gajian di akhir bulan, kredivo pokoknya paling beda🙏"
Syaiful Anwar,1,2024-05-04 12:13:57,"Aplikasi ga jelas, saya sudah melunasi tagihan saya sebelum jatuh tempo tapi akun saya malah di blokir permanen. Padahal sebelumnya saya ga pernah telat kalo bayar tagihan. Saya tanya ke cs malah ga jelas alesannya kenapa."
Adilla Nisa,5,2024-05-04 06:36:33,Aplikasi Kredivo the best setelah pelunasan limit langsung kembali dan pencairannya dalam hitungan detik sangat membantu disaat keadaan mendesak.. makasih.
Muhammad Syarif,5,2024-05-04 06:10:15,"Sangat membantu.. saat urgent, sudah lumayan lama pakai aplikasi ini. Cuma kalau pinjaman tunai durasinya hanya sampai 6 bulan, mudah² an kedepannya bisa sampai 12 bulan atau lebih untuk pinjaman tunainya Terima kasih😊"
